article,date,max_ratio,max_ratio_hi,max_ratio_lo,lanuage
Organización de las Naciones Unidas,2011-05-22,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-05-29,0.23,0.235,0.225,es.csv
Organización de las Naciones Unidas,2011-06-05,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-06-12,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-06-19,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-06-26,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-07-03,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-07-10,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-07-17,0.25,0.255,0.245,es.csv
Organización de las Naciones Unidas,2011-07-24,0.26,0.265,0.255,es.csv
Organización de las Naciones Unidas,2011-07-31,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-08-07,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-08-14,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-08-21,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-08-28,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-09-04,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-09-11,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-09-18,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-09-25,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-10-02,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-10-09,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-10-16,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-10-23,0.42,0.425,0.415,es.csv
Organización de las Naciones Unidas,2011-10-30,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-11-06,0.21,0.215,0.205,es.csv
Organización de las Naciones Unidas,2011-11-13,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-11-20,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-11-27,0.21,0.215,0.205,es.csv
Organización de las Naciones Unidas,2011-12-04,0.23,0.235,0.225,es.csv
Organización de las Naciones Unidas,2011-12-11,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-12-18,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2011-12-25,0.24,0.245,0.235,es.csv
Organización de las Naciones Unidas,2012-01-01,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-01-08,0.21,0.215,0.205,es.csv
Organización de las Naciones Unidas,2012-01-15,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-01-22,0.2,0.205,0.195,es.csv
Organización de las Naciones Unidas,2012-01-29,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-02-05,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-02-12,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-02-19,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-02-26,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-03-04,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-03-11,0.2,0.205,0.195,es.csv
Organización de las Naciones Unidas,2012-03-18,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-03-25,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-04-01,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-04-08,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-04-15,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-04-22,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-04-29,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-05-06,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-05-13,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-05-20,0.2,0.205,0.195,es.csv
Organización de las Naciones Unidas,2012-05-27,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-06-03,0.2,0.205,0.195,es.csv
Organización de las Naciones Unidas,2012-06-10,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-06-17,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-06-24,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-07-01,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-07-08,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-07-15,0.23,0.235,0.225,es.csv
Organización de las Naciones Unidas,2012-07-22,0.23,0.235,0.225,es.csv
Organización de las Naciones Unidas,2012-07-29,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-08-05,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-08-12,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-08-19,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-08-26,0.22,0.225,0.215,es.csv
Organización de las Naciones Unidas,2012-09-02,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-09-09,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-09-16,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-09-23,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-09-30,0.2,0.205,0.195,es.csv
Organización de las Naciones Unidas,2012-10-07,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-10-14,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-10-21,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-10-28,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-11-04,0.18,0.185,0.175,es.csv
Organización de las Naciones Unidas,2012-11-11,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-11-18,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-11-25,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-12-02,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-12-09,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-12-16,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-12-23,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2012-12-30,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-01-06,0.18,0.185,0.175,es.csv
Organización de las Naciones Unidas,2013-01-13,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-01-20,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-01-27,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-02-03,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-02-10,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-02-17,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-02-24,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-03-03,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-03-10,0.17,0.175,0.165,es.csv
Organización de las Naciones Unidas,2013-03-17,0.18,0.185,0.175,es.csv
Organización de las Naciones Unidas,2013-03-24,0.2,0.205,0.195,es.csv
Organización de las Naciones Unidas,2013-03-31,0.17,0.175,0.165,es.csv
Organización de las Naciones Unidas,2013-04-07,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-04-14,0.18,0.185,0.175,es.csv
Organización de las Naciones Unidas,2013-04-21,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-04-28,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-05-05,0.18,0.185,0.175,es.csv
Organización de las Naciones Unidas,2013-05-12,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-05-19,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-05-26,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-06-02,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-06-09,0.18,0.185,0.175,es.csv
Organización de las Naciones Unidas,2013-06-16,0.18,0.185,0.175,es.csv
Organización de las Naciones Unidas,2013-06-23,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-06-30,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-07-07,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-07-14,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-07-21,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-07-28,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-08-04,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-08-11,0.22,0.225,0.215,es.csv
Organización de las Naciones Unidas,2013-08-18,0.21,0.215,0.205,es.csv
Organización de las Naciones Unidas,2013-08-25,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-09-01,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-09-08,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-09-15,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-09-22,0.17,0.175,0.165,es.csv
Organización de las Naciones Unidas,2013-09-29,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-10-06,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-10-13,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-10-20,0.17,0.175,0.165,es.csv
Organización de las Naciones Unidas,2013-10-27,0.35,0.355,0.345,es.csv
Organización de las Naciones Unidas,2013-11-03,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-11-10,0.16,0.165,0.155,es.csv
Organización de las Naciones Unidas,2013-11-17,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-11-24,0.17,0.175,0.165,es.csv
Organización de las Naciones Unidas,2013-12-01,0.17,0.175,0.165,es.csv
Organización de las Naciones Unidas,2013-12-08,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-12-15,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-12-22,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2013-12-29,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-01-05,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-01-12,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-01-19,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-01-26,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-02-02,0.16,0.165,0.155,es.csv
Organización de las Naciones Unidas,2014-02-09,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-02-16,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-02-23,0.16,0.165,0.155,es.csv
Organización de las Naciones Unidas,2014-03-02,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-03-09,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-03-16,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-03-23,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-03-30,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-04-06,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-04-13,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-04-20,0.16,0.165,0.155,es.csv
Organización de las Naciones Unidas,2014-04-27,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-05-04,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-05-11,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-05-18,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-05-25,0.17,0.175,0.165,es.csv
Organización de las Naciones Unidas,2014-06-01,0.18,0.185,0.175,es.csv
Organización de las Naciones Unidas,2014-06-08,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-06-15,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-06-22,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-06-29,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-07-06,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-07-13,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-07-20,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-07-27,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-08-03,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-08-10,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-08-17,0.21,0.215,0.205,es.csv
Organización de las Naciones Unidas,2014-08-24,0.2,0.205,0.195,es.csv
Organización de las Naciones Unidas,2014-08-31,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-09-07,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-09-14,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-09-21,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-09-28,0.35,0.355,0.345,es.csv
Organización de las Naciones Unidas,2014-10-05,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-10-12,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-10-19,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-10-26,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-11-02,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-11-09,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-11-16,0.17,0.175,0.165,es.csv
Organización de las Naciones Unidas,2014-11-23,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-11-30,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-12-07,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-12-14,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-12-21,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2014-12-28,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-01-04,0.18,0.185,0.175,es.csv
Organización de las Naciones Unidas,2015-01-11,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-01-18,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-01-25,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-02-01,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-02-08,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-02-15,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-02-22,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-03-01,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-03-08,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-03-15,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-03-22,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-03-29,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-04-05,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-04-12,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-04-19,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-04-26,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-05-03,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-05-10,0.16,0.165,0.155,es.csv
Organización de las Naciones Unidas,2015-05-17,0.15,0.155,0.145,es.csv
Organización de las Naciones Unidas,2015-05-24,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-05-31,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-06-07,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-06-14,0.16,0.165,0.155,es.csv
Organización de las Naciones Unidas,2015-06-21,0.17,0.175,0.165,es.csv
Organización de las Naciones Unidas,2015-06-28,0.17,0.175,0.165,es.csv
Organización de las Naciones Unidas,2015-07-05,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-07-12,0.17,0.175,0.165,es.csv
Organización de las Naciones Unidas,2015-07-19,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-07-26,0.25,0.255,0.245,es.csv
Organización de las Naciones Unidas,2015-08-02,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-08-09,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-08-16,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-08-23,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-08-30,0.15,0.155,0.145,es.csv
Organización de las Naciones Unidas,2015-09-06,0.16,0.165,0.155,es.csv
Organización de las Naciones Unidas,2015-09-13,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-09-20,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-09-27,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-10-04,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-10-11,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-10-18,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-10-25,0.43,0.435,0.425,es.csv
Organización de las Naciones Unidas,2015-11-01,0.15,0.155,0.145,es.csv
Organización de las Naciones Unidas,2015-11-08,0.15,0.155,0.145,es.csv
Organización de las Naciones Unidas,2015-11-15,0.29,0.295,0.285,es.csv
Organización de las Naciones Unidas,2015-11-22,0.29,0.295,0.285,es.csv
Organización de las Naciones Unidas,2015-11-29,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-12-06,0.15,0.155,0.145,es.csv
Organización de las Naciones Unidas,2015-12-13,0.0,0.005,0.0,es.csv
Organización de las Naciones Unidas,2015-12-20,0.17,0.175,0.165,es.csv
Organización de las Naciones Unidas,2015-12-27,0.26,0.265,0.255,es.csv
